city,month,type,value
丹东,201601.csv,AQI,79.29
丹东,201601.csv,CO,1.69
丹东,201601.csv,NO2,30.38
丹东,201601.csv,O3,39.09
丹东,201601.csv,PM10,87.22
丹东,201601.csv,PM2.5,55.4
丹东,201601.csv,SO2,69.24
丽水,201601.csv,AQI,64.14
丽水,201601.csv,CO,0.9
丽水,201601.csv,NO2,35.36
丽水,201601.csv,O3,30.42
丽水,201601.csv,PM10,59.29
丽水,201601.csv,PM2.5,44.84
丽水,201601.csv,SO2,9.56
丽江,201601.csv,AQI,29.49
丽江,201601.csv,CO,0.58
丽江,201601.csv,NO2,12.47
丽江,201601.csv,O3,59.81
丽江,201601.csv,PM10,27.05
丽江,201601.csv,PM2.5,18.15
丽江,201601.csv,SO2,9.68
义乌,201601.csv,AQI,90.26
义乌,201601.csv,CO,1.37
义乌,201601.csv,NO2,56.27
义乌,201601.csv,O3,24.93
义乌,201601.csv,PM10,97.6
义乌,201601.csv,PM2.5,65.27
义乌,201601.csv,SO2,19.12
乌兰察布,201601.csv,AQI,64.38
乌兰察布,201601.csv,CO,0.8
乌兰察布,201601.csv,NO2,35.83
乌兰察布,201601.csv,O3,41.18
乌兰察布,201601.csv,PM10,66.17
乌兰察布,201601.csv,PM2.5,42.28
乌兰察布,201601.csv,SO2,38.1
乌海,201601.csv,AQI,73.65
乌海,201601.csv,CO,1.11
乌海,201601.csv,NO2,28.99
乌海,201601.csv,O3,44.74
乌海,201601.csv,PM10,82.76
乌海,201601.csv,PM2.5,47.39
乌海,201601.csv,SO2,57.92
乌鲁木齐,201601.csv,AQI,232.63
乌鲁木齐,201601.csv,CO,3.17
乌鲁木齐,201601.csv,NO2,81.96
乌鲁木齐,201601.csv,O3,8.88
乌鲁木齐,201601.csv,PM10,270.62
乌鲁木齐,201601.csv,PM2.5,183.91
乌鲁木齐,201601.csv,SO2,28.63
乐山,201601.csv,AQI,96.27
乐山,201601.csv,CO,1.3
乐山,201601.csv,NO2,38.17
乐山,201601.csv,O3,23.84
乐山,201601.csv,PM10,106.94
乐山,201601.csv,PM2.5,70.98
乐山,201601.csv,SO2,16.96
九江,201601.csv,AQI,99.34
九江,201601.csv,CO,0.99
九江,201601.csv,NO2,35.88
九江,201601.csv,O3,23.76
九江,201601.csv,PM10,91.67
九江,201601.csv,PM2.5,71.19
九江,201601.csv,SO2,32.29
乳山,201601.csv,AQI,69.86
乳山,201601.csv,CO,1.36
乳山,201601.csv,NO2,20.75
乳山,201601.csv,O3,31.77
乳山,201601.csv,PM10,83.96
乳山,201601.csv,PM2.5,45.78
乳山,201601.csv,SO2,30.05
云浮,201601.csv,AQI,48.01
云浮,201601.csv,CO,1.35
云浮,201601.csv,NO2,32.82
云浮,201601.csv,O3,14.21
云浮,201601.csv,PM10,44.21
云浮,201601.csv,PM2.5,32.65
云浮,201601.csv,SO2,20.81
五家渠,201601.csv,AQI,242.55
五家渠,201601.csv,CO,2.58
五家渠,201601.csv,NO2,56.33
五家渠,201601.csv,O3,25.33
五家渠,201601.csv,PM10,240.51
五家渠,201601.csv,PM2.5,192.46
五家渠,201601.csv,SO2,34.06
亳州,201601.csv,AQI,109.52
亳州,201601.csv,CO,1.44
亳州,201601.csv,NO2,57.27
亳州,201601.csv,O3,31.14
亳州,201601.csv,PM10,112.39
亳州,201601.csv,PM2.5,80.51
亳州,201601.csv,SO2,37.13
伊春,201601.csv,AQI,47.88
伊春,201601.csv,CO,0.88
伊春,201601.csv,NO2,25.18
伊春,201601.csv,O3,36.89
伊春,201601.csv,PM10,49.25
伊春,201601.csv,PM2.5,29.35
伊春,201601.csv,SO2,14.73
伊犁哈萨克州,201601.csv,AQI,124.54
伊犁哈萨克州,201601.csv,CO,3.84
伊犁哈萨克州,201601.csv,NO2,54.78
伊犁哈萨克州,201601.csv,O3,23.51
伊犁哈萨克州,201601.csv,PM10,106.02
伊犁哈萨克州,201601.csv,PM2.5,94.46
伊犁哈萨克州,201601.csv,SO2,34.79
佛山,201601.csv,AQI,52.72
佛山,201601.csv,CO,1.05
佛山,201601.csv,NO2,41.23
佛山,201601.csv,O3,21.54
佛山,201601.csv,PM10,50.2
佛山,201601.csv,PM2.5,36.84
佛山,201601.csv,SO2,13.92
佳木斯,201601.csv,AQI,54.24
佳木斯,201601.csv,CO,1.39
佳木斯,201601.csv,NO2,27.63
佳木斯,201601.csv,O3,50.77
佳木斯,201601.csv,PM10,59.81
佳木斯,201601.csv,PM2.5,32.32
佳木斯,201601.csv,SO2,20.09
保定,201601.csv,AQI,186.65
保定,201601.csv,CO,3.45
保定,201601.csv,NO2,86.44
保定,201601.csv,O3,19.94
保定,201601.csv,PM10,207.86
保定,201601.csv,PM2.5,149.55
保定,201601.csv,SO2,84.69
保山,201601.csv,AQI,66.38
保山,201601.csv,CO,0.88
保山,201601.csv,NO2,22.33
保山,201601.csv,O3,54.46
保山,201601.csv,PM10,69.32
保山,201601.csv,PM2.5,46.33
保山,201601.csv,SO2,14.21
信阳,201601.csv,AQI,148.36
信阳,201601.csv,CO,1.36
信阳,201601.csv,NO2,44.88
信阳,201601.csv,O3,35.69
信阳,201601.csv,PM10,165.98
信阳,201601.csv,PM2.5,114.14
信阳,201601.csv,SO2,17.47
克州,201601.csv,AQI,137.2
克州,201601.csv,CO,1.49
克州,201601.csv,NO2,22.52
克州,201601.csv,O3,42.27
克州,201601.csv,PM10,202.77
克州,201601.csv,PM2.5,75.14
克州,201601.csv,SO2,6.11
克拉玛依,201601.csv,AQI,88.21
克拉玛依,201601.csv,CO,1.77
克拉玛依,201601.csv,NO2,26.02
克拉玛依,201601.csv,O3,56.45
克拉玛依,201601.csv,PM10,103.68
克拉玛依,201601.csv,PM2.5,64.03
克拉玛依,201601.csv,SO2,5.25
六安,201601.csv,AQI,92.11
六安,201601.csv,CO,1.16
六安,201601.csv,NO2,32.09
六安,201601.csv,O3,26.03
六安,201601.csv,PM10,90.75
六安,201601.csv,PM2.5,66.97
六安,201601.csv,SO2,15.82
六盘水,201601.csv,AQI,75.25
六盘水,201601.csv,CO,1.1
六盘水,201601.csv,NO2,29.82
六盘水,201601.csv,O3,48.71
六盘水,201601.csv,PM10,87.36
六盘水,201601.csv,PM2.5,53.52
六盘水,201601.csv,SO2,25.7
兰州,201601.csv,AQI,97.61
兰州,201601.csv,CO,2.05
兰州,201601.csv,NO2,65.06
兰州,201601.csv,O3,27.78
兰州,201601.csv,PM10,121.55
兰州,201601.csv,PM2.5,65.61
兰州,201601.csv,SO2,37.45
兴安盟,201601.csv,AQI,45.25
兴安盟,201601.csv,CO,0.82
兴安盟,201601.csv,NO2,18.39
兴安盟,201601.csv,O3,50.07
兴安盟,201601.csv,PM10,41.03
兴安盟,201601.csv,PM2.5,29.0
兴安盟,201601.csv,SO2,19.47
内江,201601.csv,AQI,96.39
内江,201601.csv,CO,1.04
内江,201601.csv,NO2,32.98
内江,201601.csv,O3,29.77
内江,201601.csv,PM10,93.25
内江,201601.csv,PM2.5,71.7
内江,201601.csv,SO2,19.72
凉山州,201601.csv,AQI,54.35
凉山州,201601.csv,CO,1.23
凉山州,201601.csv,NO2,26.59
凉山州,201601.csv,O3,62.21
凉山州,201601.csv,PM10,57.82
凉山州,201601.csv,PM2.5,36.14
凉山州,201601.csv,SO2,29.61
包头,201601.csv,AQI,82.54
包头,201601.csv,CO,1.61
包头,201601.csv,NO2,39.84
包头,201601.csv,O3,39.61
包头,201601.csv,PM10,102.91
包头,201601.csv,PM2.5,51.41
包头,201601.csv,SO2,48.16
北京,201601.csv,AQI,94.05
北京,201601.csv,CO,1.59
北京,201601.csv,NO2,52.64
北京,201601.csv,O3,28.78
北京,201601.csv,PM10,86.88
北京,201601.csv,PM2.5,67.9
北京,201601.csv,SO2,20.27
北海,201601.csv,AQI,52.95
北海,201601.csv,CO,1.12
北海,201601.csv,NO2,18.44
北海,201601.csv,O3,52.61
北海,201601.csv,PM10,49.83
北海,201601.csv,PM2.5,37.07
北海,201601.csv,SO2,9.29
十堰,201601.csv,AQI,132.97
十堰,201601.csv,CO,1.67
十堰,201601.csv,NO2,37.68
十堰,201601.csv,O3,39.3
十堰,201601.csv,PM10,146.22
十堰,201601.csv,PM2.5,99.77
十堰,201601.csv,SO2,25.08
南京,201601.csv,AQI,109.49
南京,201601.csv,CO,1.34
南京,201601.csv,NO2,58.3
南京,201601.csv,O3,38.29
南京,201601.csv,PM10,123.16
南京,201601.csv,PM2.5,79.36
南京,201601.csv,SO2,25.86
南充,201601.csv,AQI,116.95
南充,201601.csv,CO,1.04
南充,201601.csv,NO2,41.5
南充,201601.csv,O3,25.92
南充,201601.csv,PM10,116.84
南充,201601.csv,PM2.5,87.85
南充,201601.csv,SO2,9.53
南宁,201601.csv,AQI,62.59
南宁,201601.csv,CO,1.23
南宁,201601.csv,NO2,39.69
南宁,201601.csv,O3,25.22
南宁,201601.csv,PM10,69.45
南宁,201601.csv,PM2.5,43.02
南宁,201601.csv,SO2,13.1
南平,201601.csv,AQI,39.22
南平,201601.csv,CO,1.12
南平,201601.csv,NO2,20.94
南平,201601.csv,O3,28.12
南平,201601.csv,PM10,38.51
南平,201601.csv,PM2.5,23.35
南平,201601.csv,SO2,16.16
南昌,201601.csv,AQI,84.75
南昌,201601.csv,CO,1.05
南昌,201601.csv,NO2,40.02
南昌,201601.csv,O3,31.55
南昌,201601.csv,PM10,93.1
南昌,201601.csv,PM2.5,58.77
南昌,201601.csv,SO2,17.1
南通,201601.csv,AQI,99.92
南通,201601.csv,CO,0.96
南通,201601.csv,NO2,40.53
南通,201601.csv,O3,55.37
南通,201601.csv,PM10,105.8
南通,201601.csv,PM2.5,72.72
南通,201601.csv,SO2,36.51
南阳,201601.csv,AQI,154.81
南阳,201601.csv,CO,2.03
南阳,201601.csv,NO2,41.89
南阳,201601.csv,O3,29.57
南阳,201601.csv,PM10,195.46
南阳,201601.csv,PM2.5,116.72
南阳,201601.csv,SO2,32.79
博州,201601.csv,AQI,99.92
博州,201601.csv,CO,2.27
博州,201601.csv,NO2,11.51
博州,201601.csv,O3,26.92
博州,201601.csv,PM10,122.42
博州,201601.csv,PM2.5,73.88
博州,201601.csv,SO2,28.3
即墨,201601.csv,AQI,121.67
即墨,201601.csv,CO,1.6
即墨,201601.csv,NO2,50.68
即墨,201601.csv,O3,27.77
即墨,201601.csv,PM10,134.96
即墨,201601.csv,PM2.5,90.71
即墨,201601.csv,SO2,60.06
厦门,201601.csv,AQI,51.08
厦门,201601.csv,CO,0.76
厦门,201601.csv,NO2,35.65
厦门,201601.csv,O3,29.69
厦门,201601.csv,PM10,52.48
厦门,201601.csv,PM2.5,33.87
厦门,201601.csv,SO2,9.2
双鸭山,201601.csv,AQI,73.66
双鸭山,201601.csv,CO,1.09
双鸭山,201601.csv,NO2,30.43
双鸭山,201601.csv,O3,43.46
双鸭山,201601.csv,PM10,69.6
双鸭山,201601.csv,PM2.5,53.43
双鸭山,201601.csv,SO2,34.49
句容,201601.csv,AQI,97.64
句容,201601.csv,CO,0.97
句容,201601.csv,NO2,25.41
句容,201601.csv,O3,24.5
句容,201601.csv,PM10,75.84
句容,201601.csv,PM2.5,71.22
句容,201601.csv,SO2,28.27
台州,201601.csv,AQI,76.47
台州,201601.csv,CO,1.04
台州,201601.csv,NO2,34.7
台州,201601.csv,O3,44.87
台州,201601.csv,PM10,84.65
台州,201601.csv,PM2.5,53.18
台州,201601.csv,SO2,11.53
合肥,201601.csv,AQI,118.29
合肥,201601.csv,CO,1.15
合肥,201601.csv,NO2,42.39
合肥,201601.csv,O3,30.04
合肥,201601.csv,PM10,107.03
合肥,201601.csv,PM2.5,87.9
合肥,201601.csv,SO2,20.31
吉安,201601.csv,AQI,66.68
吉安,201601.csv,CO,0.94
吉安,201601.csv,NO2,32.61
吉安,201601.csv,O3,35.14
吉安,201601.csv,PM10,60.76
吉安,201601.csv,PM2.5,48.04
吉安,201601.csv,SO2,21.56
吉林,201601.csv,AQI,97.55
吉林,201601.csv,CO,1.2
吉林,201601.csv,NO2,41.16
吉林,201601.csv,O3,49.62
吉林,201601.csv,PM10,94.31
吉林,201601.csv,PM2.5,71.2
吉林,201601.csv,SO2,55.83
吐鲁番地区,201601.csv,AQI,171.37
吐鲁番地区,201601.csv,CO,5.09
吐鲁番地区,201601.csv,NO2,58.55
吐鲁番地区,201601.csv,O3,16.91
吐鲁番地区,201601.csv,PM10,196.84
吐鲁番地区,201601.csv,PM2.5,131.95
吐鲁番地区,201601.csv,SO2,32.83
吕梁,201601.csv,AQI,71.77
吕梁,201601.csv,CO,2.87
吕梁,201601.csv,NO2,19.5
吕梁,201601.csv,O3,17.93
吕梁,201601.csv,PM10,94.37
吕梁,201601.csv,PM2.5,42.69
吕梁,201601.csv,SO2,107.48
吴忠,201601.csv,AQI,92.37
吴忠,201601.csv,CO,0.87
吴忠,201601.csv,NO2,31.83
吴忠,201601.csv,O3,34.83
吴忠,201601.csv,PM10,97.58
吴忠,201601.csv,PM2.5,60.95
吴忠,201601.csv,SO2,89.06
吴江,201601.csv,AQI,98.26
吴江,201601.csv,CO,1.03
吴江,201601.csv,NO2,52.12
吴江,201601.csv,O3,33.99
吴江,201601.csv,PM10,106.34
吴江,201601.csv,PM2.5,70.77
吴江,201601.csv,SO2,24.55
周口,201601.csv,AQI,177.52
周口,201601.csv,CO,2.08
周口,201601.csv,NO2,39.39
周口,201601.csv,O3,29.78
周口,201601.csv,PM10,195.23
周口,201601.csv,PM2.5,141.05
周口,201601.csv,SO2,27.65
呼伦贝尔,201601.csv,AQI,80.73
呼伦贝尔,201601.csv,CO,0.85
呼伦贝尔,201601.csv,NO2,33.97
呼伦贝尔,201601.csv,O3,29.54
呼伦贝尔,201601.csv,PM10,81.05
呼伦贝尔,201601.csv,PM2.5,58.66
呼伦贝尔,201601.csv,SO2,10.05
呼和浩特,201601.csv,AQI,82.65
呼和浩特,201601.csv,CO,1.93
呼和浩特,201601.csv,NO2,42.66
呼和浩特,201601.csv,O3,31.8
呼和浩特,201601.csv,PM10,96.12
呼和浩特,201601.csv,PM2.5,56.36
呼和浩特,201601.csv,SO2,46.11
和田地区,201601.csv,AQI,157.17
和田地区,201601.csv,CO,1.66
和田地区,201601.csv,NO2,34.6
和田地区,201601.csv,O3,34.71
和田地区,201601.csv,PM10,218.86
和田地区,201601.csv,PM2.5,92.17
和田地区,201601.csv,SO2,83.75
咸宁,201601.csv,AQI,105.64
咸宁,201601.csv,CO,1.3
咸宁,201601.csv,NO2,33.2
咸宁,201601.csv,O3,31.05
咸宁,201601.csv,PM10,124.78
咸宁,201601.csv,PM2.5,77.22
咸宁,201601.csv,SO2,11.34
咸阳,201601.csv,AQI,163.65
咸阳,201601.csv,CO,2.17
咸阳,201601.csv,NO2,56.49
咸阳,201601.csv,O3,23.2
咸阳,201601.csv,PM10,190.73
咸阳,201601.csv,PM2.5,119.97
咸阳,201601.csv,SO2,22.81
哈密地区,201601.csv,AQI,75.64
哈密地区,201601.csv,CO,1.46
哈密地区,201601.csv,NO2,17.9
哈密地区,201601.csv,O3,21.75
哈密地区,201601.csv,PM10,95.11
哈密地区,201601.csv,PM2.5,46.05
哈密地区,201601.csv,SO2,10.97
哈尔滨,201601.csv,AQI,126.51
哈尔滨,201601.csv,CO,1.39
哈尔滨,201601.csv,NO2,63.25
哈尔滨,201601.csv,O3,22.5
哈尔滨,201601.csv,PM10,120.57
哈尔滨,201601.csv,PM2.5,96.17
哈尔滨,201601.csv,SO2,73.92
唐山,201601.csv,AQI,108.84
唐山,201601.csv,CO,2.65
唐山,201601.csv,NO2,61.35
唐山,201601.csv,O3,24.49
唐山,201601.csv,PM10,122.57
唐山,201601.csv,PM2.5,81.53
唐山,201601.csv,SO2,62.0
商丘,201601.csv,AQI,174.45
商丘,201601.csv,CO,1.22
商丘,201601.csv,NO2,47.71
商丘,201601.csv,O3,27.73
商丘,201601.csv,PM10,214.76
商丘,201601.csv,PM2.5,135.24
商丘,201601.csv,SO2,45.28
商洛,201601.csv,AQI,98.15
商洛,201601.csv,CO,2.47
商洛,201601.csv,NO2,37.27
商洛,201601.csv,O3,48.12
商洛,201601.csv,PM10,108.42
商洛,201601.csv,PM2.5,68.54
商洛,201601.csv,SO2,22.85
喀什地区,201601.csv,AQI,210.83
喀什地区,201601.csv,CO,2.81
喀什地区,201601.csv,NO2,47.69
喀什地区,201601.csv,O3,22.74
喀什地区,201601.csv,PM10,245.24
喀什地区,201601.csv,PM2.5,160.56
喀什地区,201601.csv,SO2,19.75
嘉兴,201601.csv,AQI,102.02
嘉兴,201601.csv,CO,1.1
嘉兴,201601.csv,NO2,55.71
嘉兴,201601.csv,O3,37.37
嘉兴,201601.csv,PM10,97.05
嘉兴,201601.csv,PM2.5,75.2
嘉兴,201601.csv,SO2,23.67
嘉峪关,201601.csv,AQI,68.69
嘉峪关,201601.csv,CO,0.74
嘉峪关,201601.csv,NO2,28.78
嘉峪关,201601.csv,O3,36.9
嘉峪关,201601.csv,PM10,87.47
嘉峪关,201601.csv,PM2.5,35.22
嘉峪关,201601.csv,SO2,23.08
四平,201601.csv,AQI,91.12
四平,201601.csv,CO,1.1
四平,201601.csv,NO2,40.98
四平,201601.csv,O3,25.13
四平,201601.csv,PM10,86.81
四平,201601.csv,PM2.5,66.21
四平,201601.csv,SO2,49.87
固原,201601.csv,AQI,78.24
固原,201601.csv,CO,1.11
固原,201601.csv,NO2,31.83
固原,201601.csv,O3,33.07
固原,201601.csv,PM10,94.85
固原,201601.csv,PM2.5,46.87
固原,201601.csv,SO2,25.95
塔城地区,201601.csv,AQI,49.76
塔城地区,201601.csv,CO,1.21
塔城地区,201601.csv,NO2,17.45
塔城地区,201601.csv,O3,69.8
塔城地区,201601.csv,PM10,52.74
塔城地区,201601.csv,PM2.5,27.36
塔城地区,201601.csv,SO2,6.94
大兴安岭地区,201601.csv,AQI,36.78
大兴安岭地区,201601.csv,CO,0.54
大兴安岭地区,201601.csv,NO2,9.87
大兴安岭地区,201601.csv,O3,43.28
大兴安岭地区,201601.csv,PM10,39.08
大兴安岭地区,201601.csv,PM2.5,16.28
大兴安岭地区,201601.csv,SO2,23.37
大同,201601.csv,AQI,60.72
大同,201601.csv,CO,2.0
大同,201601.csv,NO2,26.96
大同,201601.csv,O3,38.46
大同,201601.csv,PM10,61.95
大同,201601.csv,PM2.5,40.32
大同,201601.csv,SO2,63.68
大庆,201601.csv,AQI,66.57
大庆,201601.csv,CO,0.74
大庆,201601.csv,NO2,34.39
大庆,201601.csv,O3,41.9
大庆,201601.csv,PM10,59.11
大庆,201601.csv,PM2.5,47.96
大庆,201601.csv,SO2,29.97
大理州,201601.csv,AQI,35.28
大理州,201601.csv,CO,0.48
大理州,201601.csv,NO2,12.34
大理州,201601.csv,O3,53.05
大理州,201601.csv,PM10,32.81
大理州,201601.csv,PM2.5,21.13
大理州,201601.csv,SO2,11.17
大连,201601.csv,AQI,78.9
大连,201601.csv,CO,1.04
大连,201601.csv,NO2,33.89
大连,201601.csv,O3,46.34
大连,201601.csv,PM10,88.21
大连,201601.csv,PM2.5,53.53
大连,201601.csv,SO2,59.78
天水,201601.csv,AQI,78.29
天水,201601.csv,CO,1.74
天水,201601.csv,NO2,57.95
天水,201601.csv,O3,29.66
天水,201601.csv,PM10,85.59
天水,201601.csv,PM2.5,53.83
天水,201601.csv,SO2,70.3
天津,201601.csv,AQI,107.21
天津,201601.csv,CO,1.59
天津,201601.csv,NO2,59.2
天津,201601.csv,O3,20.45
天津,201601.csv,PM10,124.44
天津,201601.csv,PM2.5,75.83
天津,201601.csv,SO2,35.47
太仓,201601.csv,AQI,91.16
太仓,201601.csv,CO,1.07
太仓,201601.csv,NO2,51.05
太仓,201601.csv,O3,38.61
太仓,201601.csv,PM10,110.84
太仓,201601.csv,PM2.5,61.38
太仓,201601.csv,SO2,25.65
太原,201601.csv,AQI,91.86
太原,201601.csv,CO,2.39
太原,201601.csv,NO2,42.88
太原,201601.csv,O3,19.51
太原,201601.csv,PM10,107.02
太原,201601.csv,PM2.5,63.5
太原,201601.csv,SO2,117.09
威海,201601.csv,AQI,66.01
威海,201601.csv,CO,0.84
威海,201601.csv,NO2,35.09
威海,201601.csv,O3,47.94
威海,201601.csv,PM10,70.48
威海,201601.csv,PM2.5,43.92
威海,201601.csv,SO2,27.46
娄底,201601.csv,AQI,85.8
娄底,201601.csv,CO,1.19
娄底,201601.csv,NO2,26.81
娄底,201601.csv,O3,42.99
娄底,201601.csv,PM10,96.58
娄底,201601.csv,PM2.5,61.52
娄底,201601.csv,SO2,20.06
孝感,201601.csv,AQI,103.61
孝感,201601.csv,CO,2.25
孝感,201601.csv,NO2,40.12
孝感,201601.csv,O3,26.82
孝感,201601.csv,PM10,111.57
孝感,201601.csv,PM2.5,77.1
孝感,201601.csv,SO2,18.67
宁德,201601.csv,AQI,55.93
宁德,201601.csv,CO,1.21
宁德,201601.csv,NO2,37.32
宁德,201601.csv,O3,27.94
宁德,201601.csv,PM10,56.39
宁德,201601.csv,PM2.5,38.06
宁德,201601.csv,SO2,5.4
宁波,201601.csv,AQI,85.31
宁波,201601.csv,CO,1.03
宁波,201601.csv,NO2,55.21
宁波,201601.csv,O3,42.37
宁波,201601.csv,PM10,94.32
宁波,201601.csv,PM2.5,61.05
宁波,201601.csv,SO2,18.46
安庆,201601.csv,AQI,117.89
安庆,201601.csv,CO,0.83
安庆,201601.csv,NO2,42.76
安庆,201601.csv,O3,30.13
安庆,201601.csv,PM10,112.1
安庆,201601.csv,PM2.5,89.0
安庆,201601.csv,SO2,28.01
安康,201601.csv,AQI,134.81
安康,201601.csv,CO,2.06
安康,201601.csv,NO2,32.65
安康,201601.csv,O3,35.62
安康,201601.csv,PM10,128.21
安康,201601.csv,PM2.5,101.81
安康,201601.csv,SO2,40.02
安阳,201601.csv,AQI,157.2
安阳,201601.csv,CO,4.0
安阳,201601.csv,NO2,64.48
安阳,201601.csv,O3,22.27
安阳,201601.csv,PM10,217.12
安阳,201601.csv,PM2.5,109.64
安阳,201601.csv,SO2,97.01
安顺,201601.csv,AQI,37.57
安顺,201601.csv,CO,0.94
安顺,201601.csv,NO2,21.78
安顺,201601.csv,O3,40.08
安顺,201601.csv,PM10,34.89
安顺,201601.csv,PM2.5,26.23
安顺,201601.csv,SO2,33.44
定西,201601.csv,AQI,67.59
定西,201601.csv,CO,1.36
定西,201601.csv,NO2,34.72
定西,201601.csv,O3,37.16
定西,201601.csv,PM10,74.49
定西,201601.csv,PM2.5,45.28
定西,201601.csv,SO2,57.18
宜兴,201601.csv,AQI,99.88
宜兴,201601.csv,CO,1.25
宜兴,201601.csv,NO2,49.74
宜兴,201601.csv,O3,54.57
宜兴,201601.csv,PM10,89.5
宜兴,201601.csv,PM2.5,73.29
宜兴,201601.csv,SO2,28.37
宜宾,201601.csv,AQI,120.05
宜宾,201601.csv,CO,1.03
宜宾,201601.csv,NO2,35.13
宜宾,201601.csv,O3,21.67
宜宾,201601.csv,PM10,112.69
宜宾,201601.csv,PM2.5,90.77
宜宾,201601.csv,SO2,19.03
宜昌,201601.csv,AQI,151.74
宜昌,201601.csv,CO,1.43
宜昌,201601.csv,NO2,40.42
宜昌,201601.csv,O3,29.18
宜昌,201601.csv,PM10,166.55
宜昌,201601.csv,PM2.5,116.04
宜昌,201601.csv,SO2,26.08
宜春,201601.csv,AQI,89.93
宜春,201601.csv,CO,1.21
宜春,201601.csv,NO2,37.27
宜春,201601.csv,O3,22.69
宜春,201601.csv,PM10,96.45
宜春,201601.csv,PM2.5,65.9
宜春,201601.csv,SO2,27.03
宝鸡,201601.csv,AQI,161.64
宝鸡,201601.csv,CO,1.91
宝鸡,201601.csv,NO2,52.49
宝鸡,201601.csv,O3,26.62
宝鸡,201601.csv,PM10,196.93
宝鸡,201601.csv,PM2.5,123.53
宝鸡,201601.csv,SO2,28.13
宣城,201601.csv,AQI,98.93
宣城,201601.csv,CO,0.7
宣城,201601.csv,NO2,56.3
宣城,201601.csv,O3,63.01
宣城,201601.csv,PM10,97.87
